datetime,open,high,low,close,volume
2025-01-02 02:24:00,21725,21785,21720,21760,399
2025-01-02 02:25:00,21760,21860,21720,21730,391
2025-01-02 02:26:00,21730,21840,21555,21725,358
2025-01-02 02:27:00,21725,21750,21625,21730,802
2025-01-02 02:28:00,21730,21800,21550,21725,187
2025-01-02 02:29:00,21725,21845,21615,21755,331
2025-01-02 02:30:00,21755,21880,21610,21725,404
2025-01-02 02:31:00,21725,21750,21645,21745,857
2025-01-02 02:32:00,21745,21795,21705,21720,316
2025-01-02 02:33:00,21720,21760,21695,21710,102
2025-01-02 02:34:00,21710,21820,21680,21720,398
2025-01-02 02:35:00,21720,21845,21605,21725,370
2025-01-02 02:36:00,21725,21855,21650,21735,302
2025-01-02 02:37:00,21735,21785,21700,21750,245
2025-01-02 02:38:00,21750,21895,21700,21765,709
2025-01-02 02:39:00,21765,21830,21700,21790,512
2025-01-02 02:40:00,21790,21825,21790,21795,140
2025-01-02 02:41:00,21795,21900,21775,21790,981
2025-01-02 02:42:00,21790,21840,21780,21825,883
2025-01-02 02:43:00,21825,21935,21820,21840,631
2025-01-02 02:44:00,21840,21900,21800,21825,699
2025-01-02 02:45:00,21825,21895,21745,21805,441
2025-01-02 02:46:00,21805,21890,21670,21815,437
2025-01-02 02:47:00,21815,21875,21670,21805,663
2025-01-02 02:48:00,21805,21870,21770,21790,431
2025-01-02 02:49:00,21790,21830,21555,21815,773
2025-01-02 02:50:00,21815,21840,21800,21805,630
2025-01-02 02:51:00,21805,21870,21760,21785,373
2025-01-02 02:52:00,21785,21825,21625,21780,596
2025-01-02 02:53:00,21780,21835,21740,21815,418
2025-01-02 02:54:00,21815,21895,21770,21775,330
2025-01-02 02:55:00,21775,21785,21715,21760,833
2025-01-02 02:56:00,21760,21825,21730,21735,954
2025-01-02 02:57:00,21735,21760,21660,21755,713
2025-01-02 02:58:00,21755,21755,21705,21745,171
2025-01-02 02:59:00,21745,21900,21670,21750,373
2025-01-02 03:00:00,21750,21800,21685,21785,701
2025-01-02 03:01:00,21785,21815,21725,21815,453
2025-01-02 03:02:00,21815,21935,21785,21840,566
2025-01-02 03:03:00,21840,22050,21835,21890,976
2025-01-02 03:04:00,21890,22040,21855,21915,822
2025-01-02 03:05:00,21915,21990,21790,21885,607
2025-01-02 03:06:00,21885,22030,21675,21820,439
2025-01-02 03:07:00,21820,21900,21735,21840,839
2025-01-02 03:08:00,21840,21935,21775,21835,258
2025-01-02 03:09:00,21835,21875,21705,21770,765
2025-01-02 03:10:00,21770,21890,21645,21800,979
2025-01-02 03:11:00,21800,21845,21760,21785,993
2025-01-02 03:12:00,21785,21815,21735,21740,746
2025-01-02 03:13:00,21740,21945,21740,21815,200
2025-01-02 03:14:00,21815,21825,21750,21785,270
2025-01-02 03:15:00,21785,21805,21765,21790,483
2025-01-02 03:16:00,21790,21850,21695,21770,679
2025-01-02 03:17:00,21770,21815,21690,21765,346
2025-01-02 03:18:00,21765,21800,21715,21740,572
2025-01-02 03:19:00,21740,21800,21680,21735,793
2025-01-02 03:20:00,21735,21780,21615,21685,453
2025-01-02 03:21:00,21685,21875,21635,21665,409
2025-01-02 03:22:00,21665,21820,21640,21640,209
2025-01-02 03:23:00,21640,21690,21585,21620,122
2025-01-02 03:24:00,21620,21665,21615,21655,985
2025-01-02 03:25:00,21655,21870,21545,21665,952
2025-01-02 03:26:00,21665,21675,21585,21640,921
2025-01-02 03:27:00,21640,21690,21630,21635,797
2025-01-02 03:28:00,21635,21750,21470,21590,761
2025-01-02 03:29:00,21590,21670,21470,21580,192
2025-01-02 03:30:00,21580,21615,21490,21560,305
2025-01-02 03:31:00,21560,21730,21500,21575,379
2025-01-02 03:32:00,21575,21610,21430,21605,593
2025-01-02 03:33:00,21605,21675,21560,21600,331
2025-01-02 03:34:00,21600,21635,21380,21595,966
2025-01-02 03:35:00,21595,21700,21460,21555,565
2025-01-02 03:36:00,21555,21610,21465,21560,942
2025-01-02 03:37:00,21560,21590,21560,21575,674
2025-01-02 03:38:00,21575,21625,21545,21580,164
2025-01-02 03:39:00,21580,21760,21555,21610,243
2025-01-02 03:40:00,21610,21705,21590,21640,604
2025-01-02 03:41:00,21640,21790,21585,21695,786
2025-01-02 03:42:00,21695,21830,21630,21720,258
2025-01-02 03:43:00,21720,21840,21545,21685,386
2025-01-02 03:44:00,21685,21705,21585,21635,555
2025-01-02 03:45:00,21635,21675,21595,21645,760
2025-01-02 03:46:00,21645,21705,21580,21605,225
2025-01-02 03:47:00,21605,21655,21475,21625,151
2025-01-02 03:48:00,21625,21625,21515,21555,678
2025-01-02 03:49:00,21555,21660,21540,21605,990
2025-01-02 03:50:00,21605,21645,21565,21625,710
2025-01-02 03:51:00,21625,21845,21515,21610,917
2025-01-02 03:52:00,21610,21640,21575,21605,466
2025-01-02 03:53:00,21605,21610,21595,21600,531
2025-01-02 03:54:00,21600,21635,21580,21615,559
2025-01-02 03:55:00,21615,21620,21410,21600,144
2025-01-02 03:56:00,21600,21800,21550,21605,162
2025-01-02 03:57:00,21605,21690,21510,21625,554
2025-01-02 03:58:00,21625,21710,21585,21655,251
2025-01-02 03:59:00,21655,21765,21550,21685,490
2025-01-03 00:00:00,21685,21700,21600,21630,818
2025-01-03 00:01:00,21630,21700,21515,21605,887
2025-01-03 00:02:00,21605,21660,21530,21585,447
2025-01-03 00:03:00,21585,21685,21505,21580,420
2025-01-03 00:04:00,21580,21635,21440,21555,585
2025-01-03 00:05:00,21555,21585,21505,21525,542
2025-01-03 00:06:00,21525,21600,21490,21510,675
2025-01-03 00:07:00,21510,21530,21470,21505,462
2025-01-03 00:08:00,21505,21555,21485,21525,394
2025-01-03 00:09:00,21525,21540,21470,21505,619
2025-01-03 00:10:00,21505,21590,21465,21515,669
2025-01-03 00:11:00,21515,21560,21430,21470,331
2025-01-03 00:12:00,21470,21685,21425,21510,758
2025-01-03 00:13:00,21510,21685,21420,21450,949
2025-01-03 00:14:00,21450,21475,21435,21465,459
2025-01-03 00:15:00,21465,21485,21325,21365,773
2025-01-03 00:16:00,21365,21460,21330,21405,643
2025-01-03 00:17:00,21405,21465,21325,21385,261
2025-01-03 00:18:00,21385,21450,21260,21355,153
2025-01-03 00:19:00,21355,21415,21230,21320,790
2025-01-03 00:20:00,21320,21430,21210,21295,379
2025-01-03 00:21:00,21295,21295,21245,21285,540
2025-01-03 00:22:00,21285,21400,21145,21260,146
2025-01-03 00:23:00,21260,21340,21185,21250,107
2025-01-03 00:24:00,21250,21300,21185,21225,435
2025-01-03 00:25:00,21225,21355,21220,21230,279
2025-01-03 00:26:00,21230,21310,21030,21175,925
2025-01-03 00:27:00,21175,21310,21095,21160,143
2025-01-03 00:28:00,21160,21250,21095,21230,687
2025-01-03 00:29:00,21230,21250,21105,21180,217
2025-01-03 00:30:00,21180,21195,21145,21185,951
2025-01-03 00:31:00,21185,21310,21065,21140,349
2025-01-03 00:32:00,21140,21190,21050,21100,447
2025-01-03 00:33:00,21100,21145,21015,21095,216
2025-01-03 00:34:00,21095,21105,20955,21025,938
2025-01-03 00:35:00,21025,21060,20975,21040,249
2025-01-03 00:36:00,21040,21140,21015,21045,891
2025-01-03 00:37:00,21045,21170,21010,21015,878
2025-01-03 00:38:00,21015,21070,20850,20950,739
2025-01-03 00:39:00,20950,21020,20840,20920,254
2025-01-03 00:40:00,20920,20965,20900,20930,157
2025-01-03 00:41:00,20930,20965,20855,20935,158
2025-01-03 00:42:00,20935,20960,20830,20925,729
2025-01-03 00:43:00,20925,21010,20870,20875,667
2025-01-03 00:44:00,20875,20920,20780,20820,587
2025-01-03 00:45:00,20820,20835,20770,20790,205
2025-01-03 00:46:00,20790,20800,20675,20795,549
2025-01-03 00:47:00,20795,20840,20785,20790,481
2025-01-03 00:48:00,20790,20875,20735,20745,746
2025-01-03 00:49:00,20745,20780,20665,20725,671
2025-01-03 00:50:00,20725,20760,20580,20695,717
2025-01-03 00:51:00,20695,20745,20545,20630,244
2025-01-03 00:52:00,20630,20730,20580,20600,825
2025-01-03 00:53:00,20600,20625,20510,20575,910
2025-01-03 00:54:00,20575,20680,20565,20580,639
2025-01-03 00:55:00,20580,20625,20470,20530,470
2025-01-03 00:56:00,20530,20565,20465,20505,597
2025-01-03 00:57:00,20505,20550,20465,20545,179
2025-01-03 00:58:00,20545,20575,20515,20535,639
2025-01-03 00:59:00,20535,20615,20345,20475,732
2025-01-03 01:00:00,20475,20500,20400,20450,739
2025-01-03 01:01:00,20450,20475,20430,20470,473
2025-01-03 01:02:00,20470,20660,20350,20445,902
2025-01-03 01:03:00,20445,20450,20350,20405,928
2025-01-03 01:04:00,20405,20435,20335,20410,887
2025-01-03 01:05:00,20410,20425,20300,20385,528
2025-01-03 01:06:00,20385,20505,20380,20380,995
2025-01-03 01:07:00,20380,20430,20370,20400,966
2025-01-03 01:08:00,20400,20455,20375,20405,250
2025-01-03 01:09:00,20405,20575,20315,20440,936
2025-01-03 01:10:00,20440,20580,20375,20465,482
2025-01-03 01:11:00,20465,20510,20435,20460,426
2025-01-03 01:12:00,20460,20555,20420,20465,949
2025-01-03 01:13:00,20465,20545,20375,20470,559
2025-01-03 01:14:00,20470,20470,20420,20465,844
2025-01-03 01:15:00,20465,20500,20420,20425,395
2025-01-03 01:16:00,20425,20445,20295,20410,568
2025-01-03 01:17:00,20410,20535,20310,20415,711
2025-01-03 01:18:00,20415,20440,20415,20430,539
2025-01-03 01:19:00,20430,20440,20355,20435,780
2025-01-03 01:20:00,20435,20575,20355,20475,619
2025-01-03 01:21:00,20475,20545,20420,20480,750
2025-01-03 01:22:00,20480,20485,20460,20475,850
2025-01-03 01:23:00,20475,20565,20350,20440,852
2025-01-03 01:24:00,20440,20490,20350,20435,801
2025-01-03 01:25:00,20435,20520,20375,20385,286
2025-01-03 01:26:00,20385,20460,20325,20410,144
2025-01-03 01:27:00,20410,20460,20360,20400,417
2025-01-03 01:28:00,20400,20480,20330,20350,762
2025-01-03 01:29:00,20350,20385,20195,20335,148
2025-01-03 01:30:00,20335,20370,20210,20315,861
2025-01-03 01:31:00,20315,20390,20270,20335,291
2025-01-03 01:32:00,20335,20400,20300,20315,184
2025-01-03 01:33:00,20315,20400,20240,20285,942
2025-01-03 01:34:00,20285,20305,20155,20250,413
2025-01-03 01:35:00,20250,20355,20200,20255,459
2025-01-03 01:36:00,20255,20325,20100,20285,381
2025-01-03 01:37:00,20285,20515,20265,20340,176
2025-01-03 01:38:00,20340,20395,20275,20310,131
2025-01-03 01:39:00,20310,20375,20170,20260,548
2025-01-03 01:40:00,20260,20305,20145,20265,133
2025-01-03 01:41:00,20265,20340,20200,20295,479
2025-01-03 01:42:00,20295,20305,20225,20270,421
2025-01-03 01:43:00,20270,20285,20260,20265,290
2025-01-03 01:44:00,20265,20285,20105,20200,820
2025-01-03 01:45:00,20200,20235,20100,20215,810
2025-01-03 01:46:00,20215,20250,20165,20205,830
2025-01-03 01:47:00,20205,20340,20195,20195,965
2025-01-03 01:48:00,20195,20295,20110,20165,407
2025-01-03 01:49:00,20165,20205,19985,20145,753
2025-01-03 01:50:00,20145,20230,20105,20140,242
2025-01-03 01:51:00,20140,20235,20125,20145,477
2025-01-03 01:52:00,20145,20235,20090,20150,834
2025-01-03 01:53:00,20150,20170,20015,20155,175
2025-01-03 01:54:00,20155,20195,20050,20175,452
2025-01-03 01:55:00,20175,20200,20075,20180,286
2025-01-03 01:56:00,20180,20245,20085,20120,256
2025-01-03 01:57:00,20120,20155,20055,20110,826
2025-01-03 01:58:00,20110,20250,19955,20065,356
2025-01-03 01:59:00,20065,20125,19955,20025,228
2025-01-03 02:00:00,20025,20110,19955,20000,694
2025-01-03 02:01:00,20000,20050,19895,19985,719
2025-01-03 02:02:00,19985,20065,19965,19990,756
2025-01-03 02:03:00,19990,19995,19925,19975,685
2025-01-03 02:04:00,19975,19985,19885,19955,757
2025-01-03 02:05:00,19955,20085,19905,19920,801
2025-01-03 02:06:00,19920,19945,19835,19905,595
2025-01-03 02:07:00,19905,19955,19860,19900,835
2025-01-03 02:08:00,19900,20040,19845,19880,479
2025-01-03 02:09:00,19880,19940,19840,19865,577
2025-01-03 02:10:00,19865,19920,19800,19850,493
2025-01-03 02:11:00,19850,20000,19810,19845,933
2025-01-03 02:12:00,19845,19910,19830,19865,627
2025-01-03 02:13:00,19865,19870,19845,19860,502
2025-01-03 02:14:00,19860,19875,19810,19830,388
2025-01-03 02:15:00,19830,19940,19730,19810,788
2025-01-03 02:16:00,19810,19820,19765,19795,370
2025-01-03 02:17:00,19795,19800,19720,19790,510
2025-01-03 02:18:00,19790,19810,19735,19760,616
2025-01-03 02:19:00,19760,19765,19690,19745,738
2025-01-03 02:20:00,19745,19770,19665,19720,447
2025-01-03 02:21:00,19720,19725,19675,19725,621
2025-01-03 02:22:00,19725,19725,19665,19705,585
2025-01-03 02:23:00,19705,19770,19645,19700,435
2025-01-03 02:24:00,19700,19765,19575,19675,707
2025-01-03 02:25:00,19675,19760,19625,19630,601
2025-01-03 02:26:00,19630,19755,19535,19605,526
2025-01-03 02:27:00,19605,19670,19465,19615,993
2025-01-03 02:28:00,19615,19640,19495,19625,894
2025-01-03 02:29:00,19625,19725,19550,19605,697
2025-01-03 02:30:00,19605,19695,19585,19610,797
2025-01-03 02:31:00,19610,19780,19550,19585,212
2025-01-03 02:32:00,19585,19595,19520,19590,520
2025-01-03 02:33:00,19590,19630,19435,19605,993
2025-01-03 02:34:00,19605,19685,19355,19585,589
2025-01-03 02:35:00,19585,19710,19415,19540,570
2025-01-03 02:36:00,19540,19595,19500,19515,758
2025-01-03 02:37:00,19515,19550,19435,19465,352
2025-01-03 02:38:00,19465,19485,19375,19435,395
2025-01-03 02:39:00,19435,19465,19345,19420,591
2025-01-03 02:40:00,19420,19480,19345,19355,687
2025-01-03 02:41:00,19355,19500,19285,19325,504
2025-01-03 02:42:00,19325,19385,19310,19350,831
2025-01-03 02:43:00,19350,19400,19325,19345,590
2025-01-03 02:44:00,19345,19430,19240,19340,240
2025-01-03 02:45:00,19340,19410,19250,19310,348
2025-01-03 02:46:00,19310,19385,19270,19285,523
2025-01-03 02:47:00,19285,19290,19235,19265,889
2025-01-03 02:48:00,19265,19285,19200,19280,999
2025-01-03 02:49:00,19280,19325,19250,19255,394
2025-01-03 02:50:00,19255,19280,19230,19240,337
2025-01-03 02:51:00,19240,19250,19060,19195,138
2025-01-03 02:52:00,19195,19260,19130,19145,956
2025-01-03 02:53:00,19145,19155,19085,19130,866
2025-01-03 02:54:00,19130,19135,19090,19120,443
2025-01-03 02:55:00,19120,19215,19070,19100,636
2025-01-03 02:56:00,19100,19130,19080,19105,438
2025-01-03 02:57:00,19105,19140,19005,19130,835
2025-01-03 02:58:00,19130,19140,19100,19135,297
2025-01-03 02:59:00,19135,19230,19070,19155,515
2025-01-03 03:00:00,19155,19160,19110,19130,243
2025-01-03 03:01:00,19130,19155,19060,19105,367
2025-01-03 03:02:00,19105,19220,19040,19095,840
2025-01-03 03:03:00,19095,19195,19070,19075,809
2025-01-03 03:04:00,19075,19090,19005,19070,820
2025-01-03 03:05:00,19070,19180,18945,19075,476
2025-01-03 03:06:00,19075,19245,18870,19070,482
2025-01-03 03:07:00,19070,19120,18925,19075,875
2025-01-03 03:08:00,19075,19200,19035,19080,906
2025-01-03 03:09:00,19080,19165,19025,19040,470
2025-01-03 03:10:00,19040,19060,19000,19045,649
2025-01-03 03:11:00,19045,19115,18910,19025,552
2025-01-03 03:12:00,19025,19125,18850,18995,556
2025-01-03 03:13:00,18995,19075,18960,18985,567
2025-01-03 03:14:00,18985,19020,18945,18995,505
2025-01-03 03:15:00,18995,19040,18845,18950,692
2025-01-03 03:16:00,18950,18975,18750,18955,170
2025-01-03 03:17:00,18955,19040,18940,18970,887
2025-01-03 03:18:00,18970,19160,18920,18965,491
2025-01-03 03:19:00,18965,19065,18825,18935,484
2025-01-03 03:20:00,18935,19025,18815,18910,456
2025-01-03 03:21:00,18910,18945,18815,18890,641
2025-01-03 03:22:00,18890,18940,18860,18875,405
2025-01-03 03:23:00,18875,18915,18785,18860,644
2025-01-03 03:24:00,18860,18905,18825,18855,996
2025-01-03 03:25:00,18855,18905,18770,18850,116
2025-01-03 03:26:00,18850,18880,18750,18840,820
2025-01-03 03:27:00,18840,18840,18815,18835,549
2025-01-03 03:28:00,18835,18865,18780,18785,396
2025-01-03 03:29:00,18785,18830,18660,18760,426
2025-01-03 03:30:00,18760,18820,18695,18720,246
2025-01-03 03:31:00,18720,18800,18710,18730,381
2025-01-03 03:32:00,18730,18760,18675,18680,795
2025-01-03 03:33:00,18680,18700,18645,18650,452
2025-01-03 03:34:00,18650,18755,18585,18615,252
2025-01-03 03:35:00,18615,18710,18535,18630,584
2025-01-03 03:36:00,18630,18680,18580,18635,675
2025-01-03 03:37:00,18635,18720,18550,18565,237
2025-01-03 03:38:00,18565,18610,18465,18555,967
2025-01-03 03:39:00,18555,18645,18430,18490,295
2025-01-03 03:40:00,18490,18590,18360,18470,292
2025-01-03 03:41:00,18470,18485,18340,18425,590
2025-01-03 03:42:00,18425,18475,18270,18430,859
2025-01-03 03:43:00,18430,18430,18315,18425,348
2025-01-03 03:44:00,18425,18490,18400,18405,389
2025-01-03 03:45:00,18405,18510,18385,18415,415
2025-01-03 03:46:00,18415,18520,18250,18365,839
2025-01-03 03:47:00,18365,18390,18325,18370,420
2025-01-03 03:48:00,18370,18445,18370,18410,666
2025-01-03 03:49:00,18410,18470,18355,18390,256
2025-01-03 03:50:00,18390,18445,18325,18365,770
2025-01-03 03:51:00,18365,18425,18230,18325,600
2025-01-03 03:52:00,18325,18400,18305,18310,243
2025-01-03 03:53:00,18310,18455,18260,18270,655
2025-01-03 03:54:00,18270,18310,18255,18290,937
2025-01-03 03:55:00,18290,18295,18270,18270,240
2025-01-03 03:56:00,18270,18370,18180,18260,482
2025-01-03 03:57:00,18260,18330,18185,18250,731
2025-01-03 03:58:00,18250,18260,18170,18235,117
2025-01-03 03:59:00,18235,18250,18135,18215,393
2025-01-06 00:00:00,18215,18280,18115,18165,998
2025-01-06 00:01:00,18165,18250,18130,18175,786
2025-01-06 00:02:00,18175,18175,18130,18170,393
2025-01-06 00:03:00,18170,18295,18145,18165,871
2025-01-06 00:04:00,18165,18280,18110,18135,204
2025-01-06 00:05:00,18135,18245,18065,18165,674
2025-01-06 00:06:00,18165,18175,18005,18120,917
2025-01-06 00:07:00,18120,18140,18060,18110,907
2025-01-06 00:08:00,18110,18155,18035,18125,113
2025-01-06 00:09:00,18125,18265,18080,18140,330
2025-01-06 00:10:00,18140,18165,18020,18110,873
2025-01-06 00:11:00,18110,18135,18035,18065,401
2025-01-06 00:12:00,18065,18110,17890,17980,291
2025-01-06 00:13:00,17980,18010,17925,17975,370
2025-01-06 00:14:00,17975,17980,17965,17970,577
2025-01-06 00:15:00,17970,18070,17880,18035,740
2025-01-06 00:16:00,18035,18065,17955,18000,908
2025-01-06 00:17:00,18000,18010,17965,17985,288
2025-01-06 00:18:00,17985,18055,17915,17945,525
2025-01-06 00:19:00,17945,17950,17915,17925,439
2025-01-06 00:20:00,17925,17970,17890,17940,870
2025-01-06 00:21:00,17940,17980,17750,17830,109
2025-01-06 00:22:00,17830,17865,17685,17745,757
2025-01-06 00:23:00,17745,17785,17615,17760,490
2025-01-06 00:24:00,17760,17830,17710,17770,389
2025-01-06 00:25:00,17770,17880,17690,17815,556
2025-01-06 00:26:00,17815,17980,17780,17850,297
2025-01-06 00:27:00,17850,17865,17690,17770,650
2025-01-06 00:28:00,17770,17855,17770,17830,786
2025-01-06 00:29:00,17830,17955,17760,17825,819
2025-01-06 00:30:00,17825,17925,17705,17835,864
2025-01-06 00:31:00,17835,17905,17820,17845,155
2025-01-06 00:32:00,17845,17930,17815,17850,333
2025-01-06 00:33:00,17850,17890,17780,17825,498
2025-01-06 00:34:00,17825,17835,17820,17830,837
2025-01-06 00:35:00,17830,17895,17710,17855,466
2025-01-06 00:36:00,17855,17950,17785,17860,408
