datetime,open,high,low,close,volume
2025-01-03 00:10:00,14890,14925,14845,14885,880
2025-01-03 00:11:00,14885,15005,14785,14845,965
2025-01-03 00:12:00,14845,14920,14765,14900,126
2025-01-03 00:13:00,14900,15025,14795,14855,373
2025-01-03 00:14:00,14855,14975,14830,14870,106
2025-01-03 00:15:00,14870,14955,14800,14890,510
2025-01-03 00:16:00,14890,14995,14770,14915,320
2025-01-03 00:17:00,14915,14955,14850,14910,838
2025-01-03 00:18:00,14910,15005,14865,14905,732
2025-01-03 00:19:00,14905,14925,14795,14910,597
2025-01-03 00:20:00,14910,14930,14875,14875,540
2025-01-03 00:21:00,14875,14900,14740,14850,598
2025-01-03 00:22:00,14850,14870,14755,14835,107
2025-01-03 00:23:00,14835,14870,14785,14855,240
2025-01-03 00:24:00,14855,14890,14760,14840,232
2025-01-03 00:25:00,14840,14895,14820,14830,672
2025-01-03 00:26:00,14830,14860,14815,14835,179
2025-01-03 00:27:00,14835,14920,14785,14830,826
2025-01-03 00:28:00,14830,14850,14740,14805,920
2025-01-03 00:29:00,14805,14830,14735,14800,547
2025-01-03 00:30:00,14800,14900,14715,14790,417
2025-01-03 00:31:00,14790,14815,14650,14775,178
2025-01-03 00:32:00,14775,14840,14700,14745,459
2025-01-03 00:33:00,14745,14795,14695,14775,249
2025-01-03 00:34:00,14775,14875,14750,14780,891
2025-01-03 00:35:00,14780,14905,14755,14760,878
2025-01-03 00:36:00,14760,14815,14605,14700,739
2025-01-03 00:37:00,14700,14770,14600,14680,254
2025-01-03 00:38:00,14680,14730,14660,14695,157
2025-01-03 00:39:00,14695,14770,14690,14705,562
2025-01-03 00:40:00,14705,14790,14575,14740,975
2025-01-03 00:41:00,14740,14820,14680,14755,573
2025-01-03 00:42:00,14755,14800,14640,14705,929
2025-01-03 00:43:00,14705,14740,14625,14680,587
2025-01-03 00:44:00,14680,14700,14620,14675,831
2025-01-03 00:45:00,14675,14720,14655,14655,353
2025-01-03 00:46:00,14655,14680,14600,14675,389
2025-01-03 00:47:00,14675,14730,14615,14650,712
2025-01-03 00:48:00,14650,14755,14555,14645,390
2025-01-03 00:49:00,14645,14675,14540,14655,717
2025-01-03 00:50:00,14655,14740,14585,14630,771
2025-01-03 00:51:00,14630,14715,14570,14640,186
2025-01-03 00:52:00,14640,14680,14580,14600,819
2025-01-03 00:53:00,14600,14695,14540,14605,620
2025-01-03 00:54:00,14605,14620,14540,14615,884
2025-01-03 00:55:00,14615,14735,14285,14600,258
2025-01-03 00:56:00,14600,14725,14490,14580,856
2025-01-03 00:57:00,14580,14645,14555,14570,884
2025-01-03 00:58:00,14570,14625,14500,14575,889
2025-01-03 00:59:00,14575,14620,14535,14605,548
2025-01-03 01:00:00,14605,14665,14560,14565,391
2025-01-03 01:01:00,14565,14585,14510,14580,928
2025-01-03 01:02:00,14580,14610,14510,14585,887
2025-01-03 01:03:00,14585,14600,14480,14565,528
2025-01-03 01:04:00,14565,14695,14530,14575,756
2025-01-03 01:05:00,14575,14610,14565,14580,966
2025-01-03 01:06:00,14580,14635,14555,14585,250
2025-01-03 01:07:00,14585,14760,14500,14625,936
2025-01-03 01:08:00,14625,14765,14560,14655,482
2025-01-03 01:09:00,14655,14700,14625,14650,426
2025-01-03 01:10:00,14650,14750,14640,14660,393
2025-01-03 01:11:00,14660,14675,14600,14640,822
2025-01-03 01:12:00,14640,14640,14580,14630,955
2025-01-03 01:13:00,14630,14650,14540,14635,213
2025-01-03 01:14:00,14635,14670,14615,14625,737
2025-01-03 01:15:00,14625,14780,14570,14650,611
2025-01-03 01:16:00,14650,14675,14505,14610,398
2025-01-03 01:17:00,14610,14680,14585,14585,684
2025-01-03 01:18:00,14585,14690,14470,14590,657
2025-01-03 01:19:00,14590,14645,14505,14625,120
2025-01-03 01:20:00,14625,14640,14535,14620,465
2025-01-03 01:21:00,14620,14705,14520,14640,743
2025-01-03 01:22:00,14640,14760,14545,14635,933
2025-01-03 01:23:00,14635,14650,14550,14630,812
2025-01-03 01:24:00,14630,14730,14475,14590,568
2025-01-03 01:25:00,14590,14600,14570,14595,304
2025-01-03 01:26:00,14595,14655,14470,14580,584
2025-01-03 01:27:00,14580,14695,14555,14595,392
2025-01-03 01:28:00,14595,14615,14575,14600,547
2025-01-03 01:29:00,14600,14640,14445,14635,495
2025-01-03 01:30:00,14635,14670,14470,14655,631
2025-01-03 01:31:00,14655,14690,14535,14645,180
2025-01-03 01:32:00,14645,14725,14540,14600,181
2025-01-03 01:33:00,14600,14635,14530,14585,717
2025-01-03 01:34:00,14585,14655,14555,14580,729
2025-01-03 01:35:00,14580,14610,14320,14520,158
2025-01-03 01:36:00,14520,14585,14380,14500,263
2025-01-03 01:37:00,14500,14560,14415,14490,900
2025-01-03 01:38:00,14490,14500,14440,14495,680
2025-01-03 01:39:00,14495,14590,14430,14505,479
2025-01-03 01:40:00,14505,14515,14440,14485,421
2025-01-03 01:41:00,14485,14530,14305,14495,126
2025-01-03 01:42:00,14495,14495,14415,14465,366
2025-01-03 01:43:00,14465,14485,14355,14450,810
2025-01-03 01:44:00,14450,14485,14390,14445,189
2025-01-03 01:45:00,14445,14680,14400,14470,783
2025-01-03 01:46:00,14470,14560,14440,14455,261
2025-01-03 01:47:00,14455,14495,14395,14465,329
2025-01-03 01:48:00,14465,14505,14460,14495,469
2025-01-03 01:49:00,14495,14590,14460,14515,664
2025-01-03 01:50:00,14515,14535,14395,14500,836
2025-01-03 01:51:00,14500,14700,14480,14575,943
2025-01-03 01:52:00,14575,14710,14525,14625,796
2025-01-03 01:53:00,14625,14710,14470,14595,898
2025-01-03 01:54:00,14595,14630,14500,14575,989
2025-01-03 01:55:00,14575,14620,14485,14560,411
2025-01-03 01:56:00,14560,14725,14535,14580,631
2025-01-03 01:57:00,14580,14660,14535,14630,750
2025-01-03 01:58:00,14630,14730,14590,14615,756
2025-01-03 01:59:00,14615,14695,14545,14600,275
2025-01-03 02:00:00,14600,14710,14470,14555,142
2025-01-03 02:01:00,14555,14745,14470,14590,889
2025-01-03 02:02:00,14590,14640,14490,14580,131
2025-01-03 02:03:00,14580,14650,14495,14555,757
2025-01-03 02:04:00,14555,14570,14480,14505,174
2025-01-03 02:05:00,14505,14545,14415,14480,575
2025-01-03 02:06:00,14480,14515,14425,14465,981
2025-01-03 02:07:00,14465,14505,14435,14440,479
2025-01-03 02:08:00,14440,14465,14355,14410,353
2025-01-03 02:09:00,14410,14430,14335,14405,730
2025-01-03 02:10:00,14405,14550,14360,14395,691
2025-01-03 02:11:00,14395,14420,14355,14405,627
2025-01-03 02:12:00,14405,14405,14205,14375,617
2025-01-03 02:13:00,14375,14395,14310,14380,151
2025-01-03 02:14:00,14380,14385,14280,14325,649
2025-01-03 02:15:00,14325,14370,14235,14295,370
2025-01-03 02:16:00,14295,14365,14215,14290,299
2025-01-03 02:17:00,14290,14325,14280,14300,616
2025-01-03 02:18:00,14300,14360,14185,14295,221
2025-01-03 02:19:00,14295,14365,14275,14285,913
2025-01-03 02:20:00,14285,14310,14195,14255,511
2025-01-03 02:21:00,14255,14290,14250,14270,830
2025-01-03 02:22:00,14270,14350,14235,14265,727
2025-01-03 02:23:00,14265,14380,14065,14250,857
2025-01-03 02:24:00,14250,14295,14135,14220,676
2025-01-03 02:25:00,14220,14235,14210,14210,439
2025-01-03 02:26:00,14210,14265,14155,14220,993
2025-01-03 02:27:00,14220,14335,14205,14255,771
2025-01-03 02:28:00,14255,14310,14175,14215,744
2025-01-03 02:29:00,14215,14225,14130,14200,941
2025-01-03 02:30:00,14200,14290,14180,14195,551
2025-01-03 02:31:00,14195,14260,14135,14170,308
2025-01-03 02:32:00,14170,14170,13995,14130,844
2025-01-03 02:33:00,14130,14225,14120,14135,778
2025-01-03 02:34:00,14135,14145,14035,14105,450
2025-01-03 02:35:00,14105,14215,14010,14140,838
2025-01-03 02:36:00,14140,14225,14075,14110,352
2025-01-03 02:37:00,14110,14155,14070,14090,404
2025-01-03 02:38:00,14090,14195,13990,14070,673
2025-01-03 02:39:00,14070,14090,13975,14065,656
2025-01-03 02:40:00,14065,14120,13995,14075,249
2025-01-03 02:41:00,14075,14270,14030,14100,180
2025-01-03 02:42:00,14100,14165,14100,14120,947
2025-01-03 02:43:00,14120,14130,14005,14095,378
2025-01-03 02:44:00,14095,14190,14095,14115,643
2025-01-03 02:45:00,14115,14190,14090,14120,834
2025-01-03 02:46:00,14120,14215,14030,14145,261
2025-01-03 02:47:00,14145,14230,14015,14135,587
2025-01-03 02:48:00,14135,14230,14090,14105,160
2025-01-03 02:49:00,14105,14145,14065,14115,856
2025-01-03 02:50:00,14115,14145,14045,14120,956
2025-01-03 02:51:00,14120,14165,14075,14155,866
2025-01-03 02:52:00,14155,14160,14120,14150,443
2025-01-03 02:53:00,14150,14245,14105,14135,636
2025-01-03 02:54:00,14135,14165,14115,14140,438
2025-01-03 02:55:00,14140,14185,14040,14175,835
2025-01-03 02:56:00,14175,14190,14145,14185,297
2025-01-03 02:57:00,14185,14290,14120,14210,515
2025-01-03 02:58:00,14210,14215,14170,14190,243
2025-01-03 02:59:00,14190,14215,14120,14170,367
2025-01-03 03:00:00,14170,14290,14105,14165,840
2025-01-03 03:01:00,14165,14270,14145,14150,809
2025-01-03 03:02:00,14150,14165,14075,14145,820
2025-01-03 03:03:00,14145,14185,14050,14150,402
2025-01-03 03:04:00,14150,14185,14105,14130,865
2025-01-03 03:05:00,14130,14175,13975,14125,875
2025-01-03 03:06:00,14125,14255,14115,14130,710
2025-01-03 03:07:00,14130,14215,14070,14085,470
2025-01-03 03:08:00,14085,14105,14045,14090,649
2025-01-03 03:09:00,14090,14160,13955,14075,552
2025-01-03 03:10:00,14075,14175,13900,14050,556
2025-01-03 03:11:00,14050,14130,14020,14045,567
2025-01-03 03:12:00,14045,14090,14005,14060,505
2025-01-03 03:13:00,14060,14105,13910,14015,692
2025-01-03 03:14:00,14015,14045,13810,14025,170
2025-01-03 03:15:00,14025,14115,14010,14045,887
2025-01-03 03:16:00,14045,14245,13850,14050,491
2025-01-03 03:17:00,14050,14180,13940,14075,484
2025-01-03 03:18:00,14075,14170,13955,14055,456
2025-01-03 03:19:00,14055,14095,13960,14040,641
2025-01-03 03:20:00,14040,14090,14015,14030,405
2025-01-03 03:21:00,14030,14070,13940,14020,644
2025-01-03 03:22:00,14020,14065,13990,14015,842
2025-01-03 03:23:00,14015,14160,13995,14060,729
2025-01-03 03:24:00,14060,14085,13985,14050,788
2025-01-03 03:25:00,14050,14050,14010,14030,549
2025-01-03 03:26:00,14030,14060,13980,13985,396
2025-01-03 03:27:00,13985,14030,13860,13965,426
2025-01-03 03:28:00,13965,14025,13905,13930,246
2025-01-03 03:29:00,13930,14010,13920,13940,381
2025-01-03 03:30:00,13940,13975,13900,13905,795
2025-01-03 03:31:00,13905,13925,13875,13880,452
2025-01-03 03:32:00,13880,13985,13815,13845,252
2025-01-03 03:33:00,13845,13950,13765,13865,584
2025-01-03 03:34:00,13865,13920,13830,13870,159
2025-01-03 03:35:00,13870,13930,13770,13810,642
2025-01-03 03:36:00,13810,13845,13770,13785,560
2025-01-03 03:37:00,13785,13790,13735,13780,374
2025-01-03 03:38:00,13780,13865,13725,13755,879
2025-01-03 03:39:00,13755,13770,13650,13735,590
2025-01-03 03:40:00,13735,13790,13725,13745,294
2025-01-03 03:41:00,13745,13745,13620,13735,348
2025-01-03 03:42:00,13735,13800,13715,13720,389
2025-01-03 03:43:00,13720,13830,13700,13735,415
2025-01-03 03:44:00,13735,13845,13570,13690,839
2025-01-03 03:45:00,13690,13715,13650,13695,420
2025-01-03 03:46:00,13695,13780,13695,13740,666
2025-01-03 03:47:00,13740,13805,13690,13725,256
2025-01-03 03:48:00,13725,13785,13665,13705,770
2025-01-03 03:49:00,13705,13765,13565,13665,600
2025-01-03 03:50:00,13665,13740,13650,13655,243
2025-01-03 03:51:00,13655,13805,13610,13620,655
2025-01-03 03:52:00,13620,13665,13605,13645,937
2025-01-03 03:53:00,13645,13650,13625,13625,240
2025-01-03 03:54:00,13625,13730,13555,13620,732
2025-01-03 03:55:00,13620,13665,13530,13610,594
2025-01-03 03:56:00,13610,13610,13590,13600,642
2025-01-03 03:57:00,13600,13655,13580,13590,614
2025-01-03 03:58:00,13590,13660,13455,13520,636
2025-01-03 03:59:00,13520,13575,13425,13570,358
2025-01-06 00:00:00,13570,13655,13485,13565,991
2025-01-06 00:01:00,13565,13730,13535,13600,873
2025-01-06 00:02:00,13600,13690,13530,13555,894
2025-01-06 00:03:00,13555,13600,13540,13560,626
2025-01-06 00:04:00,13560,13630,13510,13580,669
2025-01-06 00:05:00,13580,13675,13580,13610,826
2025-01-06 00:06:00,13610,13790,13570,13640,711
2025-01-06 00:07:00,13640,13740,13610,13645,908
2025-01-06 00:08:00,13645,13670,13610,13620,824
2025-01-06 00:09:00,13620,13645,13420,13540,263
2025-01-06 00:10:00,13540,13605,13515,13535,457
2025-01-06 00:11:00,13535,13635,13505,13570,870
2025-01-06 00:12:00,13570,13820,13525,13595,943
2025-01-06 00:13:00,13595,13650,13455,13645,728
2025-01-06 00:14:00,13645,13670,13625,13670,428
2025-01-06 00:15:00,13670,13825,13605,13740,389
2025-01-06 00:16:00,13740,13880,13675,13770,483
2025-01-06 00:17:00,13770,13850,13630,13780,297
2025-01-06 00:18:00,13780,13965,13765,13800,271
2025-01-06 00:19:00,13800,13820,13730,13755,318
2025-01-06 00:20:00,13755,13830,13740,13800,650
2025-01-06 00:21:00,13800,13930,13755,13755,570
2025-01-06 00:22:00,13755,13780,13730,13735,282
2025-01-06 00:23:00,13735,13765,13690,13695,497
2025-01-06 00:24:00,13695,13770,13640,13720,117
2025-01-06 00:25:00,13720,13795,13640,13700,874
2025-01-06 00:26:00,13700,13830,13625,13665,466
2025-01-06 00:27:00,13665,13785,13655,13710,883
2025-01-06 00:28:00,13710,13820,13625,13725,131
2025-01-06 00:29:00,13725,13780,13725,13740,969
2025-01-06 00:30:00,13740,13765,13605,13700,405
2025-01-06 00:31:00,13700,13860,13635,13745,111
2025-01-06 00:32:00,13745,13770,13695,13720,142
2025-01-06 00:33:00,13720,13750,13670,13700,315
2025-01-06 00:34:00,13700,13810,13620,13695,245
2025-01-06 00:35:00,13695,13795,13695,13710,787
2025-01-06 00:36:00,13710,13800,13605,13720,662
